Name,Company,Built,Capacity,Crew,EnrouteDuration,OriginPort,OriginCountry,DestinationPort,DestinationCountry
Cupiditate Suscipit,COSCO Shipping,1988,16400,Saint Barthelemy,112,Singapore,Singapore,Bremen/Bremerhaven,Germany
Dignissimos Consectetur,Evergreen Marine,1965,17800,Chile,90,Rotterdam,The Netherlands,Qingdao,China
Occaecati Architecto,COSCO Shipping,2014,16200,Brunei Darussalam,33,Ningbo-Zhoushan,China,Vancouver,Canada
Est Ratione,Zim Integrated Shipping Services,1968,10900,Ethiopia,25,Colombo,Sri Lanka,Shenzhen,China
Vel Provident,Swire,1969,14400,Romania,54,Jebel Ali,United Arab Emirates,Busan,South Korea
At Et,COSCO Shipping,1973,3200,Guyana,110,Singapore,Singapore,Busan,South Korea
Voluptate Explicabo,COSCO Shipping,1972,12900,Namibia,84,Manila,Philippines,Ningbo-Zhoushan,China
Atque Ipsam,Evergreen Marine,1971,17300,Gabon,24,Dalian,China,Long Beach,U.S.A.
Aut Ea,COSCO Shipping,2017,15000,French Guiana,99,Algeciras,Spain,Lianyunguang,China
Repellendus Alias,Maersk,2003,8800,Greece,69,Laem Chabang,Thailand,Long Beach,U.S.A.
Aut Blanditiis,CMA CGM,1973,7200,Greenland,52,Tianjin,China,Hanshin Port,Japan
Ea Sunt,Maersk,1952,7800,French Guiana,27,Kaohsiung,Taiwan,Savannah,U.S.A.
Saepe Dolores,Mediterranean Shipping Company,1987,5700,Isle of Man,50,Ningbo-Zhoushan,China,Jeddah,Saudi Arabia
Quia Autem,Global Feeder Shipping,1977,13400,Barbados,45,Dalian,China,Rotterdam,The Netherlands
Blanditiis Dolorum,Wan Hai Lines,1991,3200,Germany,68,Rotterdam,The Netherlands,Shanghai,China
Voluptatibus Beatae,CMA CGM,1967,11700,Saint Vincent and the Grenadines,25,Ningbo-Zhoushan,China,Singapore,Singapore
Sint Quod,Mediterranean Shipping Company,1981,15300,Niger,57,Shenzhen,China,Piraeus,Greece
Repellendus Est,COSCO Shipping,1977,7900,Netherlands Antilles,31,Shanghai,China,Singapore,Singapore
Culpa Distinctio,Zim Integrated Shipping Services,1996,16600,Burkina Faso,101,Ningbo-Zhoushan,China,Piraeus,Greece
Laborum Possimus,Wan Hai Lines,1998,7600,Palestinian Territory,80,Piraeus,Greece,Busan,South Korea
Commodi Molestias,Ocean Network Express,1985,15200,Saint Martin,39,Los Angeles,U.S.A.,Ningbo-Zhoushan,China
Iusto Provident,Evergreen Marine,1983,15100,Nauru,71,Singapore,Singapore,Qingdao,China
Cum Unde,Maersk,2013,10700,Poland,36,Shanghai,China,Tanjung Priok,Indonesia
Id Voluptas,CMA CGM,1955,4500,Portugal,25,Algeciras,Spain,Long Beach,U.S.A.
Quod Voluptas,Shandong International Transportation Corporation,1952,7000,Saint Lucia,111,Guangzhou Harbor,China,Jeddah,Saudi Arabia
Labore Assumenda,Mediterranean Shipping Company,2003,14400,Australia,36,Shenzhen,China,Singapore,Singapore
Doloremque Animi,IRISL Group,2012,12800,Morocco,72,Shenzhen,China,Rotterdam,The Netherlands
Dolorem Eligendi,Salam Pacific Indonesia Lines,1983,8500,Hungary,34,Rotterdam,The Netherlands,Cai Mep,Vietnam
Nemo Ullam,Ocean Network Express,2003,17400,Guinea,28,Shenzhen,China,Keihin Ports,Japan
Repudiandae Enim,Sinotrans,2003,14800,Micronesia,41,Hong Kong,China,Kaohsiung,Taiwan
Est Rem,Hapag-Lloyd,2002,10100,Hong Kong,65,Los Angeles,U.S.A.,Singapore,Singapore
Consequatur Explicabo,Wan Hai Lines,1973,13600,Bhutan,92,Cai Mep,Vietnam,Singapore,Singapore
Quibusdam Ut,COSCO Shipping,1956,12100,Vanuatu,86,Guangzhou Harbor,China,Busan,South Korea
Id Repellat,Mediterranean Shipping Company,2000,15900,Uganda,33,New York-New Jersey,U.S.A.,Ningbo-Zhoushan,China
In Veritatis,CMA CGM,1958,15100,Nigeria,51,Barcelona,Spain,Shanghai,China
Totam Neque,CMA CGM,1966,8100,Sri Lanka,50,Port Klang,Malaysia,Guangzhou Harbor,China
Deserunt Minus,CMA CGM,1961,15900,Botswana,119,Singapore,Singapore,Port Klang,Malaysia
Quos Voluptatem,Maersk,1957,16500,Armenia,85,Dalian,China,Tanjung Pelepas,Malaysia
Recusandae Quae,Hapag-Lloyd,2004,11900,Slovakia (Slovak Republic),40,Laem Chabang,Thailand,Singapore,Singapore
Praesentium Omnis,Mediterranean Shipping Company,1985,8700,Croatia,117,Keihin Ports,Japan,Rizhao,China
At Non,Shandong International Transportation Corporation,2010,1300,Serbia,48,Singapore,Singapore,Ho Chi Minh City,Vietnam
Atque Veniam,Mediterranean Shipping Company,2000,7200,Honduras,106,Ningbo-Zhoushan,China,Singapore,Singapore
Similique Modi,Ocean Network Express,1962,18000,Monaco,72,Xiamen,China,Colombo,Sri Lanka
Veniam Veniam,CMA CGM,1972,16500,Malaysia,55,Tokyo,Japan,Kaohsiung,Taiwan
Molestias Unde,Evergreen Marine,1964,2000,Cayman Islands,56,Colon,Panama,Shenzhen,China
Accusamus Praesentium,Yang Ming Marine Transport Corporation,1970,17700,Somalia,117,Piraeus,Greece,Shanghai,China
Sit Nulla,CMA CGM,1983,7900,Israel,117,Shanghai,China,Salalah,Oman
Autem Sed,Maersk,1977,11800,Uruguay,46,Singapore,Singapore,Shenzhen,China
Quas Doloremque,CMA CGM,1968,8700,Botswana,79,Busan,South Korea,Xiamen,China
Ut Cumque,Shandong International Transportation Corporation,1991,17500,Mexico,60,Hanshin Port,Japan,Ningbo-Zhoushan,China
Pariatur Autem,CMA CGM,2000,15800,Iran,72,Hong Kong,China,Rotterdam,The Netherlands
Pariatur Perspiciatis,Mediterranean Shipping Company,1953,15700,Cook Islands,77,Busan,South Korea,Tanjung Pelepas,Malaysia
Eligendi Voluptatem,CMA CGM,2009,17800,Tokelau,57,Tianjin,China,Laem Chabang,Thailand
Vel Temporibus,Maersk,2000,14300,San Marino,100,Kaohsiung,Taiwan,Busan,South Korea
Magni Quidem,CMA CGM,2001,8500,Gibraltar,97,Marsaxlokk,Malta,Shenzhen,China
Vero Omnis,Maersk,1995,13100,Nauru,119,Tanjung Priok,Indonesia,Marsaxlokk,Malta
Voluptas Velit,Maersk,1987,15800,Cambodia,72,Singapore,Singapore,Tianjin,China
Blanditiis Exercitationem,Global Feeder Shipping,1964,5600,Sweden,65,Lianyunguang,China,Bremen/Bremerhaven,Germany
Blanditiis Corporis,Ocean Network Express,2003,17100,Tokelau,100,Hamburg,Germany,Tanjung Priok,Indonesia
Sint Maxime,Mediterranean Shipping Company,1994,14000,Falkland Islands (Malvinas),108,Seattle-Tacoma NW Seaport Alliance,U.S.A.,Yingkou,China
Recusandae Necessitatibus,Wan Hai Lines,1978,2800,French Guiana,34,Fuzhou,China,Seattle-Tacoma NW Seaport Alliance,U.S.A.
Et Et,Mediterranean Shipping Company,1981,15200,Bangladesh,29,Tanger Med,Morocco,Mundra,India
Rerum Accusamus,Ocean Network Express,1996,8600,Lebanon,36,Shanghai,China,Mundra,India
Voluptate Maiores,Mediterranean Shipping Company,1990,7200,Malta,102,Ningbo-Zhoushan,China,Colon,Panama
Recusandae Voluptatibus,Mediterranean Shipping Company,1991,12800,Falkland Islands (Malvinas),64,Yingkou,China,Rotterdam,The Netherlands
Rerum Omnis,COSCO Shipping,1964,17300,Cuba,65,Antwerp,Belgium,Shenzhen,China
Sit Quisquam,Hapag-Lloyd,2000,15700,Comoros,28,Tokyo,Japan,Shenzhen,China
Veritatis Et,Sinokor Merchant Marine,2011,16600,Ghana,111,Seattle-Tacoma NW Seaport Alliance,U.S.A.,Tokyo,Japan
Beatae Vel,Maersk,1981,4900,Tajikistan,84,Long Beach,U.S.A.,Hamburg,Germany
Ut Sit,Wan Hai Lines,1964,17300,Grenada,80,Manila,Philippines,Cai Mep,Vietnam
Voluptatem Voluptates,COSCO Shipping,1961,17500,Montserrat,58,Hamburg,Germany,Guangzhou Harbor,China
Qui Eligendi,Mediterranean Shipping Company,1989,14100,Turks and Caicos Islands,86,Shanghai,China,Manila,Philippines
Et Qui,CMA CGM,2010,9100,Albania,64,Tianjin,China,Rotterdam,The Netherlands
Exercitationem Architecto,CMA CGM,1964,12400,Guatemala,94,Tianjin,China,Tanjung Pelepas,Malaysia
Mollitia Fugiat,Swire,1964,9000,Ethiopia,84,Shenzhen,China,Tanjung Priok,Indonesia
Dolores Aut,TS Lines,1975,9100,Tanzania,59,Marsaxlokk,Malta,Tanjung Pelepas,Malaysia
Eum Voluptatem,CMA CGM,1968,5900,Latvia,105,Hamburg,Germany,Xiamen,China
Harum Repudiandae,Shandong International Transportation Corporation,1982,16400,Dominica,73,Tianjin,China,Laem Chabang,Thailand
Rerum Et,Mediterranean Shipping Company,1964,13300,Costa Rica,105,Jeddah,Saudi Arabia,Cai Mep,Vietnam
Earum Reiciendis,Mediterranean Shipping Company,2007,17100,"Virgin Islands, U.S.",81,Jawarharlal Nehru Port (Nhava Sheva),India,Lianyunguang,China
Et Doloremque,COSCO Shipping,1957,7900,Bulgaria,20,Colombo,Sri Lanka,Ningbo-Zhoushan,China
Assumenda Iusto,Pacific International Lines,2008,5700,Gibraltar,103,Yingkou,China,New York-New Jersey,U.S.A.
Molestiae Sapiente,Ocean Network Express,2002,4700,Malta,28,Colombo,Sri Lanka,Shanghai,China
Delectus Modi,Hapag-Lloyd,1973,12200,"Virgin Islands, U.S.",79,Long Beach,U.S.A.,Laem Chabang,Thailand
Placeat Expedita,Maersk,2010,4900,China,22,Kaohsiung,Taiwan,Guangzhou Harbor,China
Quis Tenetur,Pacific International Lines,1991,13800,Tuvalu,70,Shanghai,China,Colon,Panama
Et Deleniti,Mediterranean Shipping Company,1983,7700,Moldova,52,Bremen/Bremerhaven,Germany,Shanghai,China
Modi Ipsum,Sinotrans,1978,14000,Jamaica,37,Barcelona,Spain,Rotterdam,The Netherlands
Temporibus Dignissimos,Maersk,1952,8900,Bulgaria,53,Guangzhou Harbor,China,Seattle-Tacoma NW Seaport Alliance,U.S.A.
Voluptatibus Adipisci,CMA CGM,1990,16200,Zambia,42,Los Angeles,U.S.A.,Algeciras,Spain
Magnam Fuga,Maersk,2011,16000,Northern Mariana Islands,90,Busan,South Korea,Colon,Panama
Omnis Nihil,COSCO Shipping,1961,17000,Saint Martin,113,Singapore,Singapore,Jeddah,Saudi Arabia
Sed Sed,Maersk,2021,15400,Cuba,101,Hong Kong,China,Algeciras,Spain
Voluptatem Vel,Evergreen Marine,1988,10100,Sweden,72,Laem Chabang,Thailand,Jeddah,Saudi Arabia
Et Dignissimos,Salam Pacific Indonesia Lines,2011,13400,Saudi Arabia,104,Tianjin,China,Kaohsiung,Taiwan
Aut Est,COSCO Shipping,2002,16900,Sudan,33,Jawarharlal Nehru Port (Nhava Sheva),India,Singapore,Singapore
Vero Odio,Maersk,2012,5700,Tanzania,58,Tokyo,Japan,New York-New Jersey,U.S.A.
Pariatur Ut,Wan Hai Lines,1979,7100,Papua New Guinea,63,Felixstowe,U.K.,Bremen/Bremerhaven,Germany
Aperiam Aspernatur,Mediterranean Shipping Company,1965,9200,Uzbekistan,93,Colombo,Sri Lanka,Port Klang,Malaysia
Ducimus Vel,Maersk,2003,12600,Bosnia and Herzegovina,48,Guangzhou Harbor,China,Ho Chi Minh City,Vietnam
Impedit Repudiandae,Hapag-Lloyd,1974,15100,Honduras,93,Busan,South Korea,Tanjung Priok,Indonesia
Ipsum Animi,Evergreen Marine,1959,14000,Guernsey,31,Rotterdam,The Netherlands,Singapore,Singapore
Quae Dolorum,X-Press Feeders,1994,12300,Chad,44,Shanghai,China,Bremen/Bremerhaven,Germany
Odit Fugit,CMA CGM,2011,5900,Panama,70,Dalian,China,Los Angeles,U.S.A.
Eveniet Repellat,Maersk,1995,9700,Guernsey,25,Antwerp,Belgium,Busan,South Korea
Rerum Magni,Sinokor Merchant Marine,2012,7800,Sweden,68,Algeciras,Spain,Laem Chabang,Thailand
Vero Laudantium,COSCO Shipping,1963,8200,Isle of Man,109,Jeddah,Saudi Arabia,Shanghai,China
Ad Qui,Ocean Network Express,1993,11200,Barbados,116,Hanshin Port,Japan,Ningbo-Zhoushan,China
Dolore Sint,COSCO Shipping,1954,13700,Switzerland,93,Qingdao,China,Jebel Ali,United Arab Emirates
Eum Et,Ocean Network Express,1961,12500,Holy See (Vatican City State),117,Jebel Ali,United Arab Emirates,Rizhao,China
Ipsa Et,Mediterranean Shipping Company,1996,15700,Djibouti,21,Felixstowe,U.K.,Antwerp,Belgium
Laudantium Quasi,COSCO Shipping,1953,8500,Dominican Republic,36,Shanghai,China,Algeciras,Spain
Totam Dolor,CMA CGM,2005,6900,Ireland,37,Port Klang,Malaysia,Xiamen,China
Quidem Voluptates,COSCO Shipping,1961,4800,Niue,45,Shanghai,China,Singapore,Singapore
Deserunt Ipsa,Maersk,1998,7100,Guadeloupe,92,Ningbo-Zhoushan,China,Tanjung Priok,Indonesia
Mollitia Et,COSCO Shipping,1989,10900,"Virgin Islands, British",74,Long Beach,U.S.A.,Tokyo,Japan
Aut Aspernatur,Mediterranean Shipping Company,1971,11600,Turkmenistan,114,Busan,South Korea,Lianyunguang,China
Molestiae Ut,Maersk,1997,16800,Nauru,103,Jebel Ali,United Arab Emirates,Shanghai,China
Et Placeat,Evergreen Marine,2019,17200,Kyrgyz Republic,80,Shanghai,China,Busan,South Korea
Maxime Quia,Antong Holdings (QASC),1993,12800,Montserrat,106,Ningbo-Zhoushan,China,Piraeus,Greece
Et Autem,Hapag-Lloyd,1966,13000,Northern Mariana Islands,72,Vancouver,Canada,Singapore,Singapore
At Cumque,Korea Marine Transport Company [de],1964,16500,Bolivia,63,Ningbo-Zhoushan,China,Port Klang,Malaysia
Earum Aliquid,Unifeeder,2010,17400,Argentina,72,Singapore,Singapore,Qingdao,China
Impedit Sit,Hapag-Lloyd,2004,9900,Denmark,118,Shenzhen,China,Colon,Panama
Odio Reprehenderit,Mediterranean Shipping Company,1981,5700,Saint Barthelemy,78,Nanjing,China,Vancouver,Canada
Voluptas Et,Pacific International Lines,1969,9200,Grenada,115,Singapore,Singapore,Tanjung Pelepas,Malaysia
Quaerat Explicabo,Maersk,1983,18000,Mexico,99,Shenzhen,China,Tanjung Pelepas,Malaysia
Facilis Ut,Salam Pacific Indonesia Lines,2020,3000,Falkland Islands (Malvinas),53,Colombo,Sri Lanka,Kaohsiung,Taiwan
Enim Qui,Zim Integrated Shipping Services,2017,4400,Romania,100,Fuzhou,China,Singapore,Singapore
Velit Nam,COSCO Shipping,2018,7000,Kyrgyz Republic,59,Busan,South Korea,Singapore,Singapore
Et Nulla,Korea Marine Transport Company [de],1996,14000,Sao Tome and Principe,47,Hong Kong,China,Tokyo,Japan
Minima Expedita,Mediterranean Shipping Company,1985,17800,Lesotho,31,Laem Chabang,Thailand,Mundra,India
Voluptatibus Ut,CMA CGM,2008,14400,Somalia,113,Busan,South Korea,Tanjung Priok,Indonesia
Voluptatum Sapiente,Maersk,1978,17100,Panama,112,Singapore,Singapore,Colombo,Sri Lanka
Et Atque,COSCO Shipping,1951,14900,New Zealand,82,Los Angeles,U.S.A.,Singapore,Singapore
Quidem Expedita,Mediterranean Shipping Company,1975,15300,French Guiana,45,Hamburg,Germany,Busan,South Korea
Iste Sed,Maersk,2005,2300,British Indian Ocean Territory (Chagos Archipelago),44,Guangzhou Harbor,China,Singapore,Singapore
Tempora Sint,Shandong International Transportation Corporation,1963,16400,Grenada,66,Busan,South Korea,Guangzhou Harbor,China
Vel Consequatur,Maersk,1962,11800,Faroe Islands,81,Hong Kong,China,New York-New Jersey,U.S.A.
Est Dolor,Salam Pacific Indonesia Lines,1965,16500,Palau,25,Kaohsiung,Taiwan,Ningbo-Zhoushan,China
Nulla Delectus,Sinotrans,2008,15300,Western Sahara,60,Ningbo-Zhoushan,China,Jebel Ali,United Arab Emirates
Adipisci Ut,Wan Hai Lines,1988,10100,Tonga,60,Tianjin,China,Colombo,Sri Lanka
Rerum Repellendus,COSCO Shipping,1982,11500,France,69,Yingkou,China,Tanjung Pelepas,Malaysia
Qui Quas,Mediterranean Shipping Company,1951,7800,Kazakhstan,105,Shenzhen,China,Antwerp,Belgium
Nemo Cum,Evergreen Marine,1988,9600,South Georgia and the South Sandwich Islands,57,Santos,Brazil,Shanghai,China
Autem Sit,Hapag-Lloyd,1979,10200,Swaziland,83,Rotterdam,The Netherlands,Colombo,Sri Lanka
Id Aut,Maersk,1978,5900,Syrian Arab Republic,33,Dalian,China,Mundra,India
Enim Dignissimos,CMA CGM,2000,5900,Denmark,102,Keihin Ports,Japan,Rotterdam,The Netherlands
Ipsum Error,CMA CGM,2021,16800,Wallis and Futuna,20,Long Beach,U.S.A.,Qingdao,China
Perspiciatis Enim,Hapag-Lloyd,2016,14300,Cambodia,52,Jebel Ali,United Arab Emirates,Yingkou,China
Repellat Veniam,Hapag-Lloyd,1959,13500,Netherlands,68,Tianjin,China,Ho Chi Minh City,Vietnam
Autem Unde,Maersk,2002,14300,Holy See (Vatican City State),53,Bremen/Bremerhaven,Germany,Shanghai,China
Et Soluta,Maersk,1991,11000,Macedonia,73,Singapore,Singapore,Piraeus,Greece
Similique Quis,COSCO Shipping,1978,15700,Gabon,54,Hamburg,Germany,Tianjin,China
Fuga Voluptas,CMA CGM,1960,13800,Togo,65,Hanshin Port,Japan,Bremen/Bremerhaven,Germany
Et Animi,Korea Marine Transport Company [de],2019,11800,Ecuador,52,Laem Chabang,Thailand,Lianyunguang,China
Pariatur Doloremque,Yang Ming Marine Transport Corporation,1967,15100,Zambia,108,Dongguan,China,Colombo,Sri Lanka
Ad Delectus,SM Line,1958,6500,Algeria,96,Los Angeles,U.S.A.,Ningbo-Zhoushan,China
Sed Ipsam,Mediterranean Shipping Company,1964,7100,Hong Kong,44,Savannah,U.S.A.,Antwerp,Belgium
Enim Quod,IRISL Group,1975,14700,Czech Republic,45,Dalian,China,Vancouver,Canada
Nulla Inventore,Ocean Network Express,1997,12300,Republic of Korea,70,Busan,South Korea,Qingdao,China
Saepe Voluptatem,Maersk,1984,6100,India,38,Busan,South Korea,Ningbo-Zhoushan,China
Eligendi Et,CMA CGM,1955,14500,Western Sahara,55,Ho Chi Minh City,Vietnam,Los Angeles,U.S.A.
Earum Quo,Mediterranean Shipping Company,2016,12000,Falkland Islands (Malvinas),83,Salalah,Oman,Shenzhen,China
Voluptatem Distinctio,Mediterranean Shipping Company,1979,8300,Niger,43,Shenzhen,China,Salalah,Oman
Blanditiis Amet,Matson,1982,9300,Cook Islands,46,Tokyo,Japan,Singapore,Singapore
Dicta Qui,Zhonggu Logistics,1984,15400,Serbia,78,Rotterdam,The Netherlands,Qingdao,China
Amet Ut,Maersk,2019,7900,Lesotho,100,Guangzhou Harbor,China,Tanjung Priok,Indonesia
Magnam Ut,Maersk,2012,13400,Malaysia,59,Tanjung Priok,Indonesia,Singapore,Singapore
Sunt Voluptas,Wan Hai Lines,2002,12700,Syrian Arab Republic,24,Ho Chi Minh City,Vietnam,Qingdao,China
Tempora Provident,Hyundai Merchant Marine,2020,2700,Cayman Islands,33,Port Klang,Malaysia,Fuzhou,China
Tenetur Vel,Maersk,1985,12700,Luxembourg,36,Colombo,Sri Lanka,Antwerp,Belgium
Natus Nam,CMA CGM,1979,17300,Barbados,74,Ningbo-Zhoushan,China,Tanger Med,Morocco
In Ex,Maersk,1988,9500,Oman,88,Savannah,U.S.A.,Marsaxlokk,Malta
Autem Accusantium,Zim Integrated Shipping Services,2021,11100,Haiti,65,Singapore,Singapore,Tokyo,Japan
Earum Consequuntur,Zim Integrated Shipping Services,2021,16800,Svalbard & Jan Mayen Islands,59,Bremen/Bremerhaven,Germany,Laem Chabang,Thailand
Sed Eveniet,Antong Holdings (QASC),1960,12700,Tajikistan,84,Salalah,Oman,Tokyo,Japan
In Dolorem,COSCO Shipping,1995,12700,Palau,51,Antwerp,Belgium,Shenzhen,China
Enim A,Zim Integrated Shipping Services,1998,15200,Slovenia,106,Laem Chabang,Thailand,Rotterdam,The Netherlands
Impedit Aliquid,Maersk,1970,16500,Reunion,72,Laem Chabang,Thailand,Ningbo-Zhoushan,China
Qui Autem,Zim Integrated Shipping Services,1994,7400,Russian Federation,113,Shenzhen,China,Santos,Brazil
Explicabo Qui,Zhonggu Logistics,1950,14100,Niger,83,Shanghai,China,Singapore,Singapore
Delectus Rem,Zim Integrated Shipping Services,1994,15800,Nauru,110,Algeciras,Spain,Hong Kong,China
Quis Et,Pacific International Lines,1973,6400,Moldova,110,Felixstowe,U.K.,Singapore,Singapore
Minus Recusandae,X-Press Feeders,1965,10600,Democratic People's Republic of Korea,69,Hamburg,Germany,Shenzhen,China
Iusto Necessitatibus,Sinokor Merchant Marine,1981,17300,Venezuela,60,Tanjung Pelepas,Malaysia,Jebel Ali,United Arab Emirates
Fugiat Dignissimos,Antong Holdings (QASC),1966,16400,Guinea-Bissau,79,Felixstowe,U.K.,Guangzhou Harbor,China
Recusandae Aspernatur,Evergreen Marine,1987,11400,Saint Lucia,61,Shenzhen,China,Tanjung Pelepas,Malaysia
Quia Voluptas,Zim Integrated Shipping Services,2017,14600,Bulgaria,120,Busan,South Korea,Tanger Med,Morocco
Rem Odit,Maersk,1996,14600,Mauritius,86,Singapore,Singapore,Yingkou,China
Labore Ut,Hapag-Lloyd,1970,9000,Germany,49,Colombo,Sri Lanka,Busan,South Korea
Natus Modi,Maersk,1952,11200,Northern Mariana Islands,45,Singapore,Singapore,Tanjung Pelepas,Malaysia
Id Dignissimos,Zhonggu Logistics,1968,15700,Antigua and Barbuda,44,Shenzhen,China,Jeddah,Saudi Arabia
Eos Et,Maersk,1954,10900,Niue,102,Busan,South Korea,New York-New Jersey,U.S.A.
Ut Ea,Evergreen Marine,1992,15100,Guernsey,38,Dalian,China,Port Klang,Malaysia
Reprehenderit Ipsa,Mediterranean Shipping Company,1989,14400,Turkmenistan,52,Rotterdam,The Netherlands,Shanghai,China
Reiciendis Eos,Zhonggu Logistics,2020,12400,Algeria,95,Rotterdam,The Netherlands,Bremen/Bremerhaven,Germany
At Minus,Antong Holdings (QASC),1954,11300,Hong Kong,21,Ningbo-Zhoushan,China,Laem Chabang,Thailand
Occaecati Aut,TS Lines,1964,13300,Sudan,82,Piraeus,Greece,Port Klang,Malaysia
Omnis Ut,COSCO Shipping,1995,10600,Latvia,59,Colombo,Sri Lanka,Qingdao,China
Beatae Optio,CMA CGM,1988,9100,Martinique,83,Tanjung Priok,Indonesia,Guangzhou Harbor,China
Aut Eos,Ocean Network Express,1996,14800,Macao,73,Tanjung Priok,Indonesia,Colon,Panama
Et Enim,Unifeeder,1981,9600,United States of America,88,Keihin Ports,Japan,Qingdao,China
Non Voluptatem,Zim Integrated Shipping Services,2009,10400,Swaziland,94,Shanghai,China,Colon,Panama
Reprehenderit Et,Zim Integrated Shipping Services,1992,8600,Dominica,55,Rizhao,China,Hamburg,Germany
Quaerat Quaerat,CMA CGM,1972,9600,Norway,31,Kaohsiung,Taiwan,Salalah,Oman
Repudiandae Non,Ocean Network Express,1996,14600,Kenya,36,Shanghai,China,Antwerp,Belgium
Maiores Ab,COSCO Shipping,1954,16600,Uganda,97,Ningbo-Zhoushan,China,Hamburg,Germany
Suscipit Molestiae,COSCO Shipping,1980,16700,Gambia,78,Antwerp,Belgium,Lianyunguang,China
Iste Blanditiis,Maersk,2016,9900,Guadeloupe,36,Barcelona,Spain,Guangzhou Harbor,China
Accusamus Ipsa,Mediterranean Shipping Company,2010,7900,Switzerland,44,Los Angeles,U.S.A.,Salalah,Oman
Officiis Aut,Mediterranean Shipping Company,1975,11900,Armenia,49,Salalah,Oman,Laem Chabang,Thailand
Numquam Veritatis,Hyundai Merchant Marine,1954,6500,Seychelles,82,Tanger Med,Morocco,Shenzhen,China
Fuga Perferendis,COSCO Shipping,1980,16300,Japan,66,Qingdao,China,Busan,South Korea
Soluta Rem,Maersk,1955,16400,Ethiopia,114,Singapore,Singapore,Savannah,U.S.A.
Dolorem Deserunt,CMA CGM,1957,10100,Monaco,30,Jebel Ali,United Arab Emirates,Dalian,China
